against,i,"219,689",0.79,0.93,9
write,v,"176,548",0.98,0.95,9
place,n,"219,869",0.79,0.95,9
far,r,"160,549",1.07,0.95,9
when,r,"291,580",0.59,0.96,9
difference,n,"89,232",1.93,0.93,8
water,n,"184,829",0.92,0.86,7
early,j,"116,836",1.46,0.95,9
analysis,n,"59,561",2.85,0.93,8
few,d,"213,654",0.79,0.94,9
practice,n,"81,373",2.06,0.95,8
fact,n,"173,796",0.96,0.96,9
society,n,"87,095",1.89,0.93,8
art,n,"127,523",1.29,0.81,7
several,d,"133,049",1.23,0.94,9
old,j,"254,505",0.64,0.95,9
point,n,"194,771",0.84,0.96,9
thing,n,"438,886",0.37,0.95,9
right,n,"155,604",1.05,0.91,9
too,r,"303,970",0.53,0.96,9
thus,r,"60,363",2.69,0.95,8
ask,v,"308,827",0.52,0.97,9
where,c,"231,293",0.69,0.95,9
control,n,"97,795",1.64,0.93,9
form,n,"83,543",1.90,0.95,8
learn,v,"135,474",1.17,0.94,9
others,n,"125,416",1.26,0.95,9
consider,v,"110,724",1.41,0.96,9
report,v,"95,400",1.64,0.92,8
about,r,"226,187",0.69,0.91,9
rate,n,"94,277",1.65,0.93,8
lead,v,"133,408",1.17,0.95,9
significant,j,"63,691",2.44,0.93,8
figure,n,"80,211",1.92,0.92,8
factor,n,"63,253",2.43,0.92,8
since,c,"152,783",1.00,0.96,9
interest,n,"100,940",1.51,0.95,9
allow,v,"124,739",1.22,0.95,9
follow,v,"129,207",1.15,0.96,9
culture,n,"72,196",2.06,0.93,8
force,n,"115,837",1.28,0.91,9
word,n,"165,969",0.89,0.94,9
patient,n,"79,355",1.87,0.80,4
here,r,"447,805",0.33,0.96,9
need,n,"81,279",1.82,0.95,9
base,v,"81,752",1.80,0.95,9
every,a,"231,437",0.63,0.96,9
whether,c,"131,650",1.11,0.95,9
body,n,"134,912",1.08,0.93,8
feel,v,"298,414",0.49,0.96,9
class,n,"98,580",1.47,0.93,8
including,i,"113,737",1.27,0.95,9
population,n,"68,979",2.08,0.92,8
appear,v,"107,943",1.32,0.94,8
yet,r,"146,786",0.97,0.95,9
international,j,"88,771",1.61,0.91,9
age,n,"112,152",1.27,0.93,9
participant,n,"46,903",3.04,0.86,7
hold,v,"191,472",0.74,0.96,9
before,i,"187,768",0.75,0.96,9
college,n,"108,278",1.31,0.85,9
city,n,"201,314",0.70,0.94,9
music,n,"110,990",1.27,0.78,6
technology,n,"76,192",1.84,0.88,9
keep,v,"252,367",0.55,0.95,9
mean,v,"269,180",0.52,0.96,9
million,m,"176,216",0.79,0.90,7
business,n,"166,478",0.84,0.92,9
tell,v,"420,804",0.33,0.96,9
local,j,"101,060",1.37,0.94,9
market,n,"108,070",1.28,0.92,8
idea,n,"133,328",1.03,0.96,9
individual,n,"59,349",2.32,0.93,8
four,m,"163,783",0.84,0.95,9
effort,n,"93,914",1.47,0.94,8
leave,v,"260,368",0.52,0.96,9
center,n,"132,050",1.03,0.94,9
type,n,"73,550",1.85,0.93,8
offer,v,"115,500",1.18,0.96,9
try,v,"319,415",0.42,0.96,9
describe,v,"76,859",1.75,0.95,8
person,n,"123,625",1.09,0.93,9
believe,v,"192,400",0.70,0.96,9
understand,v,"131,426",1.02,0.96,9
second,m,"112,893",1.19,0.96,9
remain,v,"98,934",1.35,0.94,9
church,n,"88,266",1.51,0.80,5
indicate,v,"56,872",2.34,0.92,8
image,n,"78,313",1.70,0.89,8
least,r,"134,256",0.98,0.96,9
possible,j,"91,694",1.44,0.95,9
subject,n,"65,326",2.02,0.94,8
less,r,"89,409",1.47,0.96,9
bring,v,"189,593",0.69,0.96,9
young,j,"173,683",0.75,0.95,9
science,n,"67,811",1.92,0.88,8
parent,n,"129,272",1.01,0.90,9
material,n,"66,113",1.97,0.91,8
produce,v,"79,127",1.65,0.92,9
continue,v,"136,870",0.95,0.95,9
condition,n,"68,912",1.88,0.94,8
photo,n,"96,626",1.34,0.89,7
identify,v,"58,123",2.22,0.94,8
down,r,"356,991",0.36,0.95,9
end,n,"146,344",0.88,0.95,9
test,n,"75,273",1.71,0.91,9
home,n,"185,420",0.69,0.95,9
knowledge,n,"54,438",2.36,0.94,8
support,n,"75,313",1.70,0.94,8
never,r,"284,212",0.45,0.96,9
field,n,"99,988",1.28,0.91,9
last,m,"314,652",0.41,0.95,9
book,n,"168,369",0.76,0.95,9
live,v,"190,933",0.67,0.94,9
performance,n,"64,841",1.96,0.92,9
project,n,"84,065",1.51,0.92,9
response,n,"61,127",2.08,0.94,8
toward,i,"114,213",1.11,0.95,9
approach,n,"59,191",2.14,0.95,8
support,v,"83,180",1.52,0.95,8
action,n,"86,253",1.46,0.94,8
receive,v,"86,999",1.44,0.95,9
hand,n,"242,773",0.52,0.96,9
physical,j,"56,459",2.22,0.86,8
period,n,"69,181",1.80,0.95,9
organization,n,"72,753",1.70,0.94,9
black,j,"161,425",0.77,0.93,9
increase,v,"65,431",1.89,0.93,9
though,c,"165,349",0.75,0.96,9
environmental,j,"54,632",2.26,0.87,7
view,n,"87,911",1.40,0.94,8
military,j,"92,102",1.34,0.88,6
major,j,"93,689",1.31,0.95,9
put,v,"257,102",0.48,0.96,9
move,v,"193,904",0.63,0.94,9
source,n,"71,992",1.70,0.94,9
story,n,"178,828",0.68,0.93,9
why,r,"256,316",0.47,0.96,9
reason,n,"115,335",1.05,0.96,9
themselves,p,"91,662",1.32,0.95,9
according,i,"91,191",1.32,0.96,9
line,n,"147,405",0.82,0.92,9
nature,n,"63,226",1.91,0.94,8
site,n,"83,119",1.44,0.90,9
cultural,j,"48,639",2.46,0.91,8
court,n,"108,946",1.10,0.83,8
serve,v,"109,839",1.09,0.96,9
skill,n,"55,280",2.16,0.90,8
back,r,"399,602",0.30,0.95,9
where,r,"211,899",0.56,0.95,9
resource,n,"57,586",2.07,0.93,9
sense,n,"103,770",1.14,0.94,9
century,n,"70,434",1.68,0.93,7
today,r,"199,257",0.59,0.95,9
out,i,"262,000",0.45,0.96,9
strategy,n,"53,585",2.19,0.94,9
change,v,"133,595",0.88,0.95,9
on,r,"257,353",0.45,0.96,9
cost,n,"79,471",1.46,0.92,9
long,r,"154,261",0.75,0.95,9
theory,n,"49,179",2.36,0.94,8
product,n,"75,627",1.53,0.91,9
method,n,"46,594",2.49,0.93,8
goal,n,"64,791",1.79,0.95,9
teach,v,"78,952",1.46,0.93,8
much,r,"136,505",0.85,0.95,9
position,n,"82,626",1.40,0.96,9
white,j,"136,438",0.85,0.93,9
likely,j,"68,503",1.68,0.94,9
note,v,"61,602",1.87,0.96,9
well,i,"65,939",1.74,0.95,9
president,n,"199,016",0.58,0.91,9
represent,v,"63,269",1.81,0.94,8
play,v,"204,041",0.56,0.95,9
over,r,"225,944",0.50,0.96,9
party,n,"123,578",0.92,0.88,7
nation,n,"105,498",1.07,0.91,9
care,n,"102,891",1.10,0.89,8
turn,v,"239,638",0.47,0.94,9
month,n,"177,639",0.63,0.94,9
set,v,"135,924",0.82,0.95,9
risk,n,"66,531",1.67,0.91,9
general,j,"67,115",1.66,0.96,9
decision,n,"89,426",1.24,0.95,9
food,n,"118,201",0.94,0.90,9
article,n,"59,688",1.85,0.95,8
event,n,"81,845",1.35,0.94,8
course,n,"69,262",1.59,0.92,9
so,c,"201,305",0.55,0.94,9
especially,r,"82,791",1.33,0.96,9
similar,j,"57,942",1.90,0.94,9
color,n,"98,586",1.11,0.90,9
itself,p,"76,255",1.43,0.94,9
environment,n,"52,292",2.08,0.92,8
language,n,"60,966",1.79,0.93,8
determine,v,"55,918",1.95,0.94,8
treatment,n,"58,332",1.86,0.90,8
structure,n,"46,918",2.31,0.93,8
section,n,"52,717",2.05,0.91,9
always,r,"195,113",0.55,0.96,9
common,j,"60,391",1.78,0.96,9
start,v,"233,601",0.46,0.94,9
occur,v,"56,157",1.91,0.94,8
current,j,"64,144",1.67,0.94,9
available,j,"68,535",1.56,0.92,9
meet,v,"140,040",0.76,0.96,9
present,v,"53,923",1.97,0.95,8
five,m,"136,838",0.78,0.96,9
religious,j,"50,065",2.11,0.86,6
next,m,"192,845",0.55,0.94,9
personal,j,"73,291",1.44,0.95,9
explain,v,"87,244",1.20,0.95,9
term,n,"65,194",1.61,0.95,9
something,p,"278,975",0.37,0.95,9
energy,n,"70,935",1.47,0.87,9
reduce,v,"62,024",1.69,0.92,9
ability,n,"55,884",1.87,0.94,8
add,v,"130,070",0.80,0.93,9
long,j,"161,439",0.64,0.94,9
build,v,"105,077",0.99,0.93,9
measure,n,"47,778",2.16,0.93,8
read,v,"124,885",0.83,0.95,9
able,j,"112,076",0.92,0.96,9
after,c,"153,863",0.67,0.95,9
involve,v,"64,076",1.60,0.96,8
movement,n,"60,998",1.68,0.93,8
job,n,"169,801",0.60,0.96,9
recent,j,"76,624",1.32,0.95,9
specific,j,"45,441",2.22,0.95,8
drug,n,"93,081",1.08,0.87,8
kind,n,"167,026",0.60,0.95,9
almost,r,"138,024",0.73,0.95,9
focus,v,"63,922",1.57,0.95,9
side,n,"165,909",0.61,0.94,9
than,i,"59,985",1.67,0.96,9
strong,j,"90,550",1.11,0.95,9
region,n,"54,996",1.82,0.90,8
relate,v,"42,517",2.35,0.93,8
opportunity,n,"67,784",1.48,0.95,9
there,r,"359,766",0.28,0.95,9
worker,n,"76,019",1.31,0.89,9
individual,j,"45,641",2.19,0.95,9
space,n,"82,031",1.21,0.89,9
evidence,n,"70,574",1.41,0.95,8
perhaps,r,"93,221",1.06,0.95,9
leader,n,"93,937",1.05,0.92,9
quality,n,"56,213",1.75,0.94,9
later,r,"136,908",0.72,0.95,9
only,j,"126,986",0.77,0.95,9
establish,v,"48,831",2.00,0.95,8
big,j,"249,244",0.39,0.92,9
land,n,"77,538",1.25,0.90,8
author,n,"64,403",1.51,0.96,9
sample,n,"35,654",2.72,0.90,6
seek,v,"63,168",1.53,0.95,9
compare,v,"52,111",1.86,0.93,9
again,r,"223,868",0.43,0.96,9
run,v,"203,041",0.47,0.93,9
growth,n,"54,725",1.75,0.95,9
institution,n,"45,654",2.10,0.93,8
price,n,"95,908",1.00,0.91,8
situation,n,"78,477",1.22,0.95,8
natural,j,"59,811",1.60,0.91,8
various,j,"49,937",1.90,0.95,8
report,n,"90,951",1.04,0.95,9
real,j,"134,361",0.71,0.96,9
score,n,"42,531",2.23,0.89,6
upon,i,"61,063",1.55,0.95,8
together,r,"129,820",0.73,0.95,9
once,r,"136,714",0.69,0.96,9
standard,n,"53,927",1.75,0.94,9
team,n,"144,261",0.65,0.89,9
example,n,"51,042",1.84,0.95,9
already,r,"125,028",0.75,0.95,9
pay,v,"144,423",0.65,0.94,9
best,j,"136,214",0.69,0.95,9
money,n,"178,556",0.52,0.93,9
management,n,"48,738",1.91,0.92,8
scale,n,"37,307",2.50,0.91,8
across,i,"115,131",0.80,0.93,9
argue,v,"54,947",1.68,0.94,8
degree,n,"54,725",1.68,0.94,8
house,n,"213,652",0.43,0.94,9
design,n,"52,946",1.73,0.86,9
computer,n,"71,358",1.28,0.87,9
plan,n,"104,472",0.87,0.96,9
per,i,"64,713",1.41,0.90,9
concern,n,"59,719",1.52,0.95,8
training,n,"54,304",1.67,0.92,9
state,v,"52,092",1.74,0.95,8
therefore,r,"38,371",2.36,0.95,8
examine,v,"38,758",2.32,0.91,8
rule,n,"65,913",1.37,0.92,9
pattern,n,"43,481",2.07,0.93,8
industry,n,"77,741",1.15,0.92,9
because,i,"83,025",1.08,0.95,9
special,j,"81,495",1.10,0.94,9
item,n,"44,156",2.03,0.90,9
around,i,"155,729",0.57,0.93,9
researcher,n,"38,039",2.34,0.89,7
expect,v,"103,130",0.86,0.95,9
certain,j,"72,141",1.23,0.96,9
task,n,"42,249",2.09,0.93,8
foreign,j,"61,826",1.42,0.88,8
traditional,j,"46,771",1.88,0.95,9
security,n,"82,573",1.06,0.90,8
week,n,"217,313",0.40,0.94,9
finding,n,"31,073",2.80,0.90,8
positive,j,"42,697",2.03,0.92,8
department,n,"73,140",1.19,0.95,9
central,j,"56,615",1.53,0.94,8
act,n,"55,050",1.58,0.92,8
lose,v,"145,770",0.59,0.96,9
grow,v,"118,898",0.73,0.94,9
until,c,"155,160",0.56,0.95,9
cause,v,"69,597",1.24,0.92,9
matter,n,"74,795",1.15,0.94,9
impact,n,"47,996",1.79,0.93,8
less,d,"67,456",1.27,0.94,9
text,n,"33,674",2.54,0.90,7
reflect,v,"43,769",1.94,0.95,8
learning,n,"32,124",2.65,0.86,7
order,n,"60,564",1.40,0.95,9
whose,d,"80,427",1.06,0.96,9
free,j,"89,611",0.95,0.94,9
name,n,"137,352",0.62,0.95,9
recognize,v,"54,314",1.56,0.96,8
star,n,"80,007",1.06,0.76,6
context,n,"31,582",2.67,0.94,8
either,r,"72,215",1.16,0.95,9
variable,n,"25,028",3.34,0.88,7
disease,n,"55,857",1.50,0.86,8
rather,i,"44,680",1.87,0.96,9
relation,n,"39,198",2.13,0.92,8
species,n,"39,125",2.14,0.76,5
maintain,v,"46,609",1.79,0.95,9
African,j,37673,2.21399535860485,0.909087588492967,8
concept,n,"36,019",2.31,0.95,8
death,n,"101,428",0.82,0.94,9
plant,n,"67,679",1.23,0.81,7
discussion,n,"42,851",1.94,0.95,8
size,n,"55,904",1.49,0.88,9
hour,n,"151,448",0.55,0.93,9
associate,v,"33,081",2.49,0.92,8
third,m,"72,864",1.13,0.96,9
difficult,j,"68,874",1.19,0.95,9
attention,n,"70,560",1.16,0.96,9
office,n,"123,606",0.66,0.95,9
along,i,"92,016",0.89,0.93,9
design,v,"49,659",1.65,0.91,9
simply,r,"71,742",1.14,0.95,9
particularly,r,"54,165",1.51,0.95,9
sexual,j,"44,480",1.83,0.83,8
purpose,n,"43,195",1.88,0.95,8
address,v,"43,482",1.87,0.95,8
her,p,"431,544",0.19,0.94,9
define,v,"36,505",2.22,0.95,8
mother,n,"182,856",0.44,0.92,9
identity,n,"33,670",2.40,0.90,6
economy,n,"67,240",1.20,0.91,8
particular,j,"45,231",1.78,0.95,8
choose,v,"69,407",1.16,0.96,9
benefit,n,"52,926",1.52,0.95,9
clear,j,"74,686",1.08,0.96,9
survey,n,"36,187",2.21,0.92,9
effective,j,"38,704",2.07,0.94,8
apply,v,"45,745",1.73,0.95,9
reach,v,"99,791",0.79,0.94,9
contain,v,"44,700",1.77,0.92,8
even,c,"86,182",0.92,0.96,9
really,r,"289,297",0.27,0.95,9
federal,j,"89,617",0.88,0.90,9
success,n,"54,800",1.44,0.96,9
speak,v,"128,408",0.61,0.94,9
spend,v,"125,139",0.63,0.96,9
understanding,n,"34,128",2.30,0.95,8
production,n,"45,334",1.73,0.92,9
form,v,"47,886",1.63,0.91,8
place,v,"65,763",1.19,0.95,9
association,n,"47,557",1.64,0.96,9
off,r,"199,337",0.39,0.94,9
late,j,"93,574",0.83,0.94,9
reveal,v,"46,286",1.68,0.94,8
range,n,"44,627",1.74,0.91,9
assessment,n,"29,064",2.68,0.90,8
affect,v,"45,056",1.73,0.94,8
agency,n,"61,661",1.26,0.93,9
sport,n,"64,367",1.21,0.80,8
attitude,n,"37,790",2.05,0.92,8
status,n,"36,816",2.11,0.94,8
paper,n,"81,183",0.95,0.93,9
necessary,j,"43,888",1.76,0.96,8
finally,r,"88,457",0.87,0.96,9
better,j,"91,528",0.84,0.96,9
function,n,"30,046",2.54,0.94,8
indeed,r,"49,253",1.54,0.94,9
trade,n,"52,781",1.44,0.89,7
private,j,"66,100",1.15,0.94,9
present,j,"32,520",2.33,0.93,8
global,j,"40,980",1.84,0.92,9
fund,n,"57,366",1.32,0.86,9
single,j,"65,169",1.16,0.93,9
conflict,n,"37,058",2.03,0.92,8
decade,n,"59,303",1.27,0.94,9
achieve,v,"37,836",1.99,0.96,8
conduct,v,"37,861",1.98,0.93,8
object,n,"37,212",2.02,0.88,8
critical,j,"38,807",1.93,0.95,8
perform,v,"44,962",1.66,0.94,9
choice,n,"65,321",1.14,0.96,9
academic,j,"30,838",2.41,0.87,8
true,j,"86,055",0.86,0.95,9
medical,j,"65,117",1.14,0.90,9
pressure,n,"54,792",1.35,0.92,9
American,n,79167,0.934677027456786,0.910962366647642,9
let,v,"263,274",0.28,0.95,9
cell,n,"48,804",1.51,0.84,7
discuss,v,"48,000",1.53,0.95,8
father,n,"156,488",0.47,0.92,9
amount,n,"53,863",1.36,0.92,9
carry,v,"85,484",0.86,0.94,9
air,n,"114,140",0.64,0.88,8
exist,v,"42,240",1.73,0.95,8
friend,n,"156,386",0.46,0.95,9
improve,v,"43,853",1.65,0.94,9
observe,v,"32,885",2.20,0.92,8
demonstrate,v,"31,429",2.30,0.95,8
unit,n,"44,231",1.63,0.90,9
total,j,"42,664",1.69,0.94,9
six,m,"98,285",0.73,0.95,9
modern,j,"41,575",1.72,0.94,8
authority,n,"51,662",1.39,0.93,8
set,n,"49,184",1.46,0.93,9
raise,v,"94,234",0.76,0.97,9
despite,i,"55,875",1.28,0.95,9
literature,n,"28,329",2.52,0.93,8
classroom,n,"30,080",2.37,0.85,7
happen,v,"199,650",0.36,0.95,9
full,j,"84,247",0.84,0.95,9
educational,j,"27,880",2.53,0.89,8
bad,j,"147,391",0.48,0.96,9
head,n,"173,375",0.41,0.95,9
result,v,"31,850",2.21,0.94,8
experience,v,"37,063",1.89,0.93,8
principle,n,"32,204",2.18,0.94,8
early,r,"81,954",0.85,0.96,9
poor,j,"57,962",1.20,0.95,9
element,n,"35,554",1.95,0.93,8
challenge,n,"45,158",1.53,0.95,9
send,v,"105,353",0.66,0.93,9
ever,r,"147,198",0.47,0.95,9
share,v,"59,036",1.17,0.96,9
all,r,"189,207",0.36,0.96,9
teaching,n,"26,703",2.58,0.90,7
draw,v,"70,384",0.98,0.95,9
control,v,"44,947",1.53,0.93,9
historical,j,"29,362",2.34,0.91,7
probably,r,"107,712",0.64,0.94,9
oil,n,"83,916",0.82,0.92,8
sometimes,r,"91,728",0.74,0.96,9
aspect,n,"31,520",2.16,0.95,8
step,n,"71,987",0.94,0.95,9
beyond,i,"54,933",1.23,0.95,9
intervention,n,"23,850",2.84,0.89,8
scientist,n,"40,655",1.66,0.81,8
future,n,"62,803",1.08,0.95,9
professional,j,"39,656",1.70,0.93,9
character,n,"54,265",1.24,0.89,7
loss,n,"53,946",1.25,0.94,9
perspective,n,"31,206",2.15,0.95,8
usually,r,"57,325",1.17,0.95,9
basic,j,"37,136",1.81,0.95,9
measure,v,"30,969",2.16,0.91,9
tradition,n,"34,562",1.93,0.91,7
adult,n,"44,751",1.49,0.92,8
belief,n,"31,185",2.14,0.92,8
sell,v,"94,075",0.71,0.90,8
western,j,"39,862",1.67,0.92,8
past,j,"61,545",1.08,0.95,9
enough,r,"115,134",0.58,0.93,9
procedure,n,"31,156",2.12,0.93,8
test,v,"41,830",1.58,0.90,9
category,n,"29,332",2.25,0.93,9
fall,v,"105,127",0.63,0.96,9
study,v,"48,364",1.37,0.93,8
north,n,"93,416",0.71,0.91,9
actually,r,"116,147",0.57,0.95,9
tend,v,"41,026",1.61,0.95,9
return,v,"88,880",0.74,0.95,9
gender,n,"24,014",2.74,0.87,7
throughout,i,"42,984",1.53,0.95,8
face,v,"75,799",0.86,0.96,9
technique,n,"32,005",2.04,0.91,8
animal,n,"57,309",1.14,0.87,8
outcome,n,"25,511",2.56,0.92,8
significantly,r,"23,831",2.74,0.92,8
